2RXS  J050536.0+742243    76.40039	  74.37872	 13.71 	  19.41203	  51.21330	   10.27	   10.67	  4.195581	  0.0232	  0.0091	  459.78	   0.639	   0.224	  -0.359	   0.223
2RXS  J050109.5+741652    75.28976	  74.28122	 26.17 	  19.10717	  51.16353	    8.57	   10.34	  4.011004	  0.0226	  0.0088	  458.27	   0.393	   0.351	  -0.055	   0.346
2RXS  J052325.4+740727    80.85617	  74.12444	 21.48 	  20.32695	  50.81036	    9.45	    9.94	  4.002288	  0.0243	  0.0098	  408.93	  -0.579	   0.275	  -1.000	   0.505
2RXS  J043339.0+741012    68.41272	  74.17022	 20.23 	  17.53979	  51.42502	   68.84	   78.51	 10.395792	  0.1722	  0.0228	  456.03	   0.261	   0.066	   0.463	   0.075
2RXS  J042734.2+740734    66.89268	  74.12626	  3.18 	  17.19497	  51.48314	 2343.65	  753.96	 27.983797	  1.6441	  0.0610	  458.58	  -0.983	   0.007	  -0.149	   0.435
2RXS  J043256.2+740706    68.23455	  74.11844	  6.19 	  17.46925	  51.38615	  276.49	  142.90	 12.854427	  0.3140	  0.0282	  455.18	   0.021	   0.067	   0.355	   0.087
2RXS  J043149.2+740307    67.95518	  74.05207	 16.99 	  17.36790	  51.33989	   15.07	   17.81	  5.623471	  0.0392	  0.0124	  454.82	   0.349	   0.142	   0.249	   0.162
2RXS  J052142.2+740030    80.42598	  74.00855	 29.92 	  20.16781	  50.70715	    6.84	    9.85	  4.069283	  0.0240	  0.0099	  410.69	   9.999	   9.999	   9.999	   9.999
2RXS  J044754.0+740447    71.97502	  74.07985	 14.71 	  18.25115	  51.12687	    7.14	    6.37	  3.292348	  0.0140	  0.0072	  454.94	  -0.627	   0.340	   0.714	   1.040
2RXS  J051631.5+735115    79.13156	  73.85420	 10.14 	  19.77991	  50.59365	   27.26	   22.45	  5.603193	  0.0518	  0.0129	  433.22	   1.000	   0.147	   0.102	   0.159
2RXS  J050050.8+735253    75.21180	  73.88163	 13.82 	  18.86887	  50.77258	   10.43	   10.50	  4.169592	  0.0232	  0.0092	  452.01	   0.836	   0.198	   0.594	   0.170
2RXS  J050248.5+735214    75.70223	  73.87074	  4.74 	  18.97665	  50.74033	  195.69	   90.17	 10.196163	  0.1970	  0.0223	  457.83	  -0.029	   0.089	  -0.109	   0.127
2RXS  J044119.8+735022    70.33284	  73.83971	 22.56 	  17.74462	  50.98457	    6.80	   10.88	  4.542900	  0.0240	  0.0100	  453.46	   9.999	   9.999	   9.999	   9.999
2RXS  J044309.1+734257    70.78826	  73.71606	 14.21 	  17.76929	  50.83696	   14.10	   16.85	  5.350233	  0.0372	  0.0118	  453.27	   0.903	   0.200	   0.202	   0.183
2RXS  J052131.6+733315    80.38171	  73.55421	 16.60 	  19.93751	  50.25657	    7.16	    8.64	  3.930124	  0.0208	  0.0094	  416.23	  -0.422	   0.362	  -1.000	   0.919
2RXS  J050805.1+733535    77.02152	  73.59332	  8.02 	  19.13872	  50.41138	   51.99	   35.71	  6.877636	  0.0792	  0.0153	  450.61	   0.070	   0.169	  -0.495	   0.224
2RXS  J052706.6+732548    81.77765	  73.43026	 19.58 	  20.22766	  50.09500	    7.09	    7.50	  3.706439	  0.0187	  0.0092	  401.26	   0.328	   0.243	  -0.733	   0.215
2RXS  J045825.3+733013    74.60560	  73.50389	 13.00 	  18.51690	  50.42768	   20.89	   18.47	  5.325635	  0.0414	  0.0119	  446.22	   0.817	   0.177	   0.582	   0.169
2RXS  J043305.5+732301    68.27299	  73.38371	 17.64 	  17.00605	  50.66936	    7.08	    8.49	  3.775735	  0.0190	  0.0085	  446.25	  -1.000	   6.075	  -1.000	   9.045
2RXS  J043204.3+731533    68.01831	  73.25921	 10.18 	  16.86993	  50.56536	   23.26	   20.73	  5.477569	  0.0465	  0.0123	  445.28	   0.230	   0.217	   0.077	   0.258
2RXS  J044939.1+731747    72.41309	  73.29662	 16.38 	  17.88581	  50.33461	    8.27	    6.90	  3.105067	  0.0155	  0.0070	  445.34	   0.000	   0.000	   0.000	   0.000
2RXS  J051140.6+730655    77.91917	  73.11556	 15.49 	  19.10661	  49.90334	    8.15	    8.51	  3.836590	  0.0192	  0.0086	  443.79	   1.000	   0.499	   1.000	   0.219
2RXS  J042708.0+730227    66.78354	  73.04086	 27.17 	  16.45636	  50.43943	    6.69	   11.22	  4.814341	  0.0250	  0.0107	  449.54	   9.999	   9.999	   9.999	   9.999
2RXS  J042505.7+725709    66.27404	  72.95266	 23.22 	  16.28641	  50.39104	    7.27	   12.27	  5.097408	  0.0273	  0.0113	  449.16	  -0.584	   0.210	  -1.000	   0.621
2RXS  J042535.2+725449    66.39688	  72.91376	 26.47 	  16.28733	  50.34436	    8.52	   14.84	  5.498923	  0.0331	  0.0122	  448.91	   9.999	   9.999	   9.999	   9.999
2RXS  J050806.4+725951    77.02691	  72.99768	 12.75 	  18.82348	  49.82132	   12.00	   11.53	  4.117313	  0.0262	  0.0094	  439.50	   1.000	   1.192	   0.426	   0.627
2RXS  J044236.8+725841    70.65336	  72.97816	 16.97 	  17.28662	  50.12293	   22.67	   24.66	  6.077010	  0.0555	  0.0137	  444.47	   0.113	   0.246	  -0.762	   0.309
2RXS  J045630.0+725652    74.12536	  72.94802	 25.36 	  18.08766	  49.90285	   10.20	   11.93	  4.333657	  0.0263	  0.0095	  454.15	  -1.000	   0.361	   0.000	   0.000
2RXS  J044345.6+725410    70.94018	  72.90278	 12.68 	  17.30687	  50.03197	   17.53	   14.30	  4.691496	  0.0320	  0.0105	  446.27	   0.495	   0.252	   0.522	   0.243
2RXS  J045917.7+725353    74.82400	  72.89824	 13.76 	  18.22852	  49.81987	   15.32	   11.98	  4.122802	  0.0272	  0.0093	  440.98	   1.000	   0.286	   0.303	   0.227
2RXS  J052424.2+724019    81.10102	  72.67207	 32.84 	  19.69578	  49.35806	    6.96	   10.20	  4.182755	  0.0252	  0.0103	  405.18	   9.999	   9.999	   9.999	   9.999
2RXS  J051725.0+723735    79.35437	  72.62662	 21.81 	  19.21968	  49.36686	    7.14	    8.67	  3.834039	  0.0209	  0.0092	  415.66	   0.950	   0.356	   0.485	   0.260
2RXS  J044151.0+723553    70.46282	  72.59811	 13.17 	  17.00789	  49.76261	    7.75	    8.29	  3.829983	  0.0185	  0.0085	  448.76	   1.000	   0.827	   0.716	   0.363
2RXS  J042556.8+722912    66.48705	  72.48674	 13.77 	  16.02278	  49.92403	    7.42	    8.85	  4.072009	  0.0198	  0.0091	  447.74	  -0.915	   0.239	  -1.000	   1.844
2RXS  J042421.4+722135    66.08942	  72.35992	 11.95 	  15.84869	  49.83098	    8.70	    8.66	  3.911176	  0.0188	  0.0085	  461.45	   1.000	   0.528	  -0.036	   0.295
2RXS  J045006.0+722918    72.52541	  72.48839	 33.28 	  17.43367	  49.53435	    7.31	   10.84	  4.220797	  0.0240	  0.0093	  451.87	  -1.000	   0.446	   0.000	   0.000
2RXS  J050916.7+722321    77.31987	  72.38943	 22.12 	  18.57368	  49.20688	    7.82	    9.57	  4.057370	  0.0223	  0.0095	  428.54	  -0.923	   0.238	  -1.000	   1.190
2RXS  J045719.1+722314    74.32971	  72.38738	 16.08 	  17.81768	  49.33991	    8.81	    9.53	  4.019444	  0.0210	  0.0089	  453.70	  -1.000	   0.405	  -1.000	   1.166
2RXS  J051508.4+721809    78.78512	  72.30258	 11.09 	  18.90744	  49.06480	   11.88	   10.25	  4.031273	  0.0243	  0.0096	  421.42	   0.992	   0.367	   0.798	   0.223
2RXS  J052420.2+721133    81.08457	  72.19273	 15.21 	  19.46133	  48.88133	    7.77	    5.60	  2.960863	  0.0138	  0.0073	  406.81	   1.000	   3.069	  -1.000	   1.076
2RXS  J045741.9+721742    74.42476	  72.29527	 16.45 	  17.78885	  49.24431	    9.27	    9.20	  3.899067	  0.0203	  0.0086	  453.88	   0.281	   0.329	  -0.316	   0.389
2RXS  J050907.7+721112    77.28235	  72.18685	 12.25 	  18.45623	  49.00763	    9.56	    7.36	  3.331031	  0.0173	  0.0078	  425.35	   0.000	   0.000	   0.000	   0.000
2RXS  J042238.3+720317    65.65971	  72.05488	 23.20 	  15.54603	  49.56874	    7.32	   10.65	  4.440716	  0.0234	  0.0098	  454.59	  -1.000	   1.148	   1.000	   5.683
2RXS  J045558.9+720921    73.99579	  72.15590	 18.18 	  17.60170	  49.12856	    6.53	    6.12	  3.106580	  0.0140	  0.0071	  437.26	   9.999	   9.999	   9.999	   9.999
2RXS  J052448.8+715451    81.20352	  71.91442	  8.39 	  19.35956	  48.60081	   45.31	   27.13	  5.851778	  0.0666	  0.0144	  407.20	  -0.018	   0.174	   0.413	   0.229
2RXS  J050826.5+715627    77.11047	  71.94094	  8.23 	  18.28009	  48.77104	   38.47	   25.01	  5.743975	  0.0587	  0.0135	  426.35	   1.000	   0.132	   0.583	   0.132
2RXS  J042314.7+714401    65.81148	  71.73379	 12.58 	  15.36347	  49.24610	   10.63	   10.50	  4.138590	  0.0230	  0.0090	  457.33	  -0.385	   0.261	  -0.055	   0.510
2RXS  J052037.3+714303    80.15573	  71.71751	 23.09 	  18.97806	  48.43663	   22.10	   19.09	  5.357674	  0.0471	  0.0132	  404.98	   0.286	   0.214	  -0.685	   0.232
2RXS  J050521.6+714317    76.34027	  71.72145	  8.80 	  17.95934	  48.58689	   44.95	   29.63	  6.210405	  0.0681	  0.0143	  435.38	   0.719	   0.119	   0.481	   0.137
2RXS  J045122.5+713809    72.84386	  71.63602	 15.63 	  17.00756	  48.67830	   13.25	   13.63	  4.603587	  0.0300	  0.0101	  454.51	   0.662	   0.181	   0.605	   0.179
2RXS  J052021.3+713021    80.08910	  71.50593	 26.55 	  18.85465	  48.22834	    7.45	   10.29	  4.172616	  0.0255	  0.0103	  403.52	   0.203	   0.437	   0.659	   0.498
2RXS  J045935.7+713635    74.89913	  71.60998	 15.10 	  17.52069	  48.54434	    7.25	    6.76	  3.413043	  0.0150	  0.0076	  450.84	   0.105	   0.309	   1.000	   0.307
2RXS  J051913.8+712811    79.80777	  71.46981	 16.92 	  18.75923	  48.20171	    7.98	    8.11	  3.589412	  0.0201	  0.0089	  404.70	  -0.435	   0.346	   0.802	   0.761
2RXS  J045125.3+713355    72.85567	  71.56540	 14.80 	  16.96875	  48.60814	   12.02	    8.86	  3.609951	  0.0195	  0.0079	  454.46	   0.424	   0.180	   0.342	   0.193
2RXS  J051226.4+713005    78.11014	  71.50143	 24.27 	  18.31285	  48.29480	    7.63	    8.42	  3.724486	  0.0203	  0.0090	  414.25	  -0.335	   0.355	  -0.363	   0.704
2RXS  J043429.0+712756    68.62123	  71.46580	  4.99 	  15.85249	  48.77737	  141.36	   76.42	  9.621981	  0.1689	  0.0213	  452.44	   0.913	   0.080	   0.479	   0.092
2RXS  J043506.0+710844    68.77507	  71.14562	 22.65 	  15.68410	  48.45415	    7.11	   12.33	  4.842136	  0.0273	  0.0107	  451.24	   0.600	   0.624	  -1.000	   0.344
2RXS  J043259.7+710117    68.24916	  71.02146	 19.66 	  15.47376	  48.37045	   11.92	   17.86	  5.548338	  0.0399	  0.0124	  447.13	  -0.670	   0.267	   0.915	   1.066
2RXS  J044912.1+710057    72.30056	  71.01597	  8.49 	  16.49807	  48.09951	   44.83	   33.53	  6.656380	  0.0772	  0.0153	  434.31	  -0.126	   0.233	   0.399	   0.331
2RXS  J044733.3+705829    71.88891	  70.97493	 14.11 	  16.36642	  48.08372	   12.56	   14.76	  4.897040	  0.0339	  0.0113	  435.02	  -1.000	   0.233	   0.000	   0.000
2RXS  J045944.4+705809    74.93534	  70.96943	 19.61 	  17.16703	  47.90976	    6.65	    6.85	  3.442630	  0.0154	  0.0077	  445.51	   9.999	   9.999	   9.999	   9.999
2RXS  J050924.2+705459    77.35096	  70.91658	 13.84 	  17.79517	  47.74554	    8.91	    7.09	  3.232774	  0.0166	  0.0076	  426.56	   1.000	   0.951	  -0.131	   0.552
2RXS  J045523.4+705218    73.84771	  70.87188	 20.50 	  16.82009	  47.87021	    7.08	    7.31	  3.357568	  0.0168	  0.0077	  435.37	   0.146	   0.307	  -1.000	   0.237
2RXS  J051114.4+704812    77.81040	  70.80348	 26.03 	  17.86210	  47.61422	    6.76	    8.54	  3.940530	  0.0209	  0.0096	  408.54	   9.999	   9.999	   9.999	   9.999
2RXS  J043239.1+704331    68.16292	  70.72546	 21.83 	  15.25968	  48.08807	    7.69	   12.93	  4.931644	  0.0285	  0.0109	  453.99	  -0.186	   0.267	  -0.406	   0.387
2RXS  J042334.1+703830    65.89246	  70.64187	 14.47 	  14.64324	  48.18148	    7.80	    9.11	  4.008254	  0.0195	  0.0086	  467.86	  -1.000	   0.647	   1.000	   2.229
2RXS  J051129.1+703533    77.87146	  70.59260	 28.41 	  17.76713	  47.40247	    7.42	    8.10	  3.833983	  0.0200	  0.0095	  404.04	  -0.760	   0.348	  -1.000	   1.148
2RXS  J050740.8+702849    76.92031	  70.48038	 16.03 	  17.43959	  47.33179	    7.24	    7.16	  3.608168	  0.0170	  0.0086	  422.01	  -0.175	   0.272	   0.130	   0.422
2RXS  J053257.6+754843    83.24035	  75.81215	 11.82 	  21.64347	  52.43651	   12.12	    7.75	  3.286088	  0.0182	  0.0077	  424.88	   0.450	   0.687	   0.478	   0.542
2RXS  J054951.5+755209    87.46480	  75.86942	 23.82 	  22.61304	  52.43906	    9.06	   12.22	  4.528976	  0.0278	  0.0103	  440.26	   1.000	   0.239	   0.363	   0.184
2RXS  J053339.7+753800    83.41548	  75.63360	 18.15 	  21.60546	  52.25520	    7.94	    7.98	  3.834483	  0.0190	  0.0092	  419.05	  -1.000	   0.344	   0.000	   0.000
2RXS  J053641.8+752556    84.17434	  75.43229	 13.67 	  21.69140	  52.04111	   15.02	   14.49	  4.722227	  0.0351	  0.0114	  412.59	   1.000	   0.265	   0.611	   0.210
2RXS  J061807.4+750602    94.53112	  75.10063	  4.44 	  24.04822	  51.69087	  446.75	  180.71	 13.994649	  0.4059	  0.0314	  445.19	  -0.136	   0.063	   0.078	   0.095
2RXS  J055229.0+750626    88.12085	  75.10748	 13.00 	  22.48697	  51.67327	    9.14	   10.41	  4.187602	  0.0238	  0.0096	  437.10	   1.000	   0.222	   0.216	   0.181
2RXS  J052806.7+745147    82.02802	  74.86315	 19.52 	  20.94772	  51.51618	   13.38	   15.49	  4.968231	  0.0374	  0.0120	  414.22	   0.130	   0.236	   0.498	   0.251
2RXS  J061607.4+745216    94.03114	  74.87123	  8.61 	  23.86166	  51.45554	   96.14	   55.62	  8.184827	  0.1251	  0.0184	  444.74	  -1.000	   0.054	   1.000	   0.417
2RXS  J062204.7+744059    95.51962	  74.68325	  7.91 	  24.18920	  51.28857	  158.30	   91.05	 10.566195	  0.1993	  0.0231	  456.82	   0.454	   0.068	   0.315	   0.082
2RXS  J052955.6+743012    82.48193	  74.50341	 14.12 	  20.89193	  51.14749	    8.68	    8.23	  3.579859	  0.0207	  0.0090	  397.00	  -1.000	   0.617	   1.000	   2.388
2RXS  J053131.6+742757    82.88203	  74.46597	 15.33 	  20.97090	  51.10152	    8.14	    7.41	  3.490783	  0.0186	  0.0088	  397.89	  -0.169	   0.370	   1.000	   0.606
2RXS  J062148.8+742939    95.45368	  74.49440	 22.74 	  24.12438	  51.09900	    6.58	    7.14	  3.505147	  0.0157	  0.0077	  454.61	   9.999	   9.999	   9.999	   9.999
2RXS  J060923.0+742225    92.34591	  74.37363	 15.75 	  23.28999	  50.94250	    6.89	    8.41	  4.132904	  0.0196	  0.0096	  429.90	   9.999	   9.999	   9.999	   9.999
2RXS  J053858.8+741916    84.74522	  74.32130	 28.04 	  21.36065	  50.92305	    8.77	   10.98	  4.065226	  0.0277	  0.0103	  395.68	   0.177	   0.392	   0.148	   0.432
2RXS  J055318.4+742023    88.32691	  74.33977	 12.87 	  22.25770	  50.90463	   12.91	   12.37	  4.510603	  0.0285	  0.0104	  433.69	   0.757	   0.376	   0.588	   0.260
2RXS  J062602.4+741442    96.51001	  74.24515	 12.60 	  24.33852	  50.86904	   29.28	   26.48	  6.043612	  0.0567	  0.0129	  466.76	  -0.335	   0.170	   0.581	   0.302
2RXS  J063243.1+740108    98.17963	  74.01910	 16.14 	  24.73163	  50.68044	   14.06	   18.96	  5.785573	  0.0396	  0.0121	  478.76	   0.772	   0.153	   0.236	   0.155
2RXS  J063018.8+735141    97.57875	  73.86139	 16.59 	  24.53472	  50.50904	    8.13	    9.42	  3.905042	  0.0197	  0.0082	  477.76	   1.000	   0.628	   0.151	   0.366
2RXS  J061719.5+735646    94.33131	  73.94633	 17.01 	  23.68464	  50.53535	    8.05	    9.57	  4.078499	  0.0220	  0.0094	  435.44	   1.000	   0.613	  -0.033	   0.351
2RXS  J062007.8+735315    95.03272	  73.88768	 10.40 	  23.85579	  50.48670	   25.70	   18.43	  5.046429	  0.0408	  0.0112	  451.17	  -0.493	   0.224	   0.632	   0.528
2RXS  J061421.9+735358    93.59161	  73.89952	 13.13 	  23.47491	  50.47972	    7.29	    5.82	  2.932171	  0.0135	  0.0068	  430.91	  -1.000	   1.362	   0.000	   0.000
2RXS  J052853.7+734351    82.22386	  73.73086	 12.77 	  20.47832	  50.38356	    9.39	    7.55	  3.249926	  0.0190	  0.0082	  398.38	   1.000	   0.777	  -1.000	   0.313
2RXS  J052752.0+734151    81.96708	  73.69772	  9.93 	  20.39914	  50.35671	   15.90	   12.11	  4.257915	  0.0305	  0.0107	  397.16	   1.000	   0.348	  -0.655	   0.215
2RXS  J060738.6+734000    91.91124	  73.66688	 23.32 	  22.95732	  50.23316	    9.28	   12.04	  4.458801	  0.0281	  0.0104	  427.72	   1.000	   0.301	   0.693	   0.219
2RXS  J062518.1+733433    96.32557	  73.57596	  6.76 	  24.12580	  50.19791	  176.04	   88.93	 10.135962	  0.1936	  0.0221	  459.34	  -0.267	   0.090	   0.191	   0.153
2RXS  J052727.8+732628    81.86595	  73.44128	 22.85 	  20.25507	  50.10375	    6.68	    9.76	  4.134515	  0.0244	  0.0104	  399.46	   9.999	   9.999	   9.999	   9.999
2RXS  J053933.9+730701    84.89130	  73.11715	 12.18 	  20.89125	  49.71851	    8.25	    4.96	  2.602545	  0.0120	  0.0063	  413.34	  -0.747	   0.475	   1.000	   0.594
2RXS  J060253.6+730649    90.72355	  73.11385	  9.95 	  22.45599	  49.67538	   21.99	   17.24	  5.113869	  0.0388	  0.0115	  444.03	   0.641	   0.226	   0.438	   0.197
2RXS  J061820.5+725705    94.58578	  72.95144	 12.49 	  23.47797	  49.54510	   15.85	   11.52	  4.045007	  0.0263	  0.0092	  438.71	   1.000	   2.137	  -1.000	   0.495
2RXS  J060702.6+725725    91.76094	  72.95715	 22.67 	  22.69008	  49.52272	    6.64	    8.86	  4.038386	  0.0209	  0.0095	  424.18	   9.999	   9.999	   9.999	   9.999
2RXS  J061114.8+724916    92.81208	  72.82132	 14.62 	  22.94084	  49.39447	    8.19	    8.19	  3.887198	  0.0189	  0.0089	  434.59	   1.000	   0.275	   0.106	   0.224
2RXS  J060751.0+724636    91.96277	  72.77669	  8.90 	  22.68837	  49.34347	   21.13	   16.04	  5.044142	  0.0383	  0.0120	  418.94	   0.892	   0.215	   0.219	   0.207
2RXS  J060153.2+724258    90.47199	  72.71618	 11.78 	  22.25120	  49.27723	   11.04	   10.56	  4.240562	  0.0240	  0.0096	  439.74	  -0.830	   0.365	  -1.000	   3.243
2RXS  J053247.4+722234    83.19781	  72.37626	 18.56 	  20.11573	  49.01096	    7.94	    8.40	  3.614143	  0.0200	  0.0086	  420.07	   1.000	   3.042	  -1.000	   1.280
2RXS  J061426.0+721917    93.60867	  72.32142	 17.65 	  23.01679	  48.90300	    8.55	    9.14	  3.879170	  0.0219	  0.0093	  417.66	   0.736	   0.405	  -0.015	   0.330
2RXS  J055224.0+721841    88.10002	  72.31154	 14.75 	  21.44039	  48.87803	   10.81	   11.72	  4.380377	  0.0280	  0.0104	  419.22	  -0.435	   0.252	   1.000	   0.519
2RXS  J060921.2+721250    92.33870	  72.21414	 22.41 	  22.61577	  48.78364	    6.83	    8.10	  3.811718	  0.0192	  0.0090	  422.53	   9.999	   9.999	   9.999	   9.999
2RXS  J055318.9+720304    88.32908	  72.05114	 12.01 	  21.40627	  48.61636	    8.55	    7.04	  3.152123	  0.0165	  0.0074	  426.24	   0.000	   0.000	   0.000	   0.000
2RXS  J055153.7+720042    87.97389	  72.01183	 23.36 	  21.28999	  48.57919	    9.71	   11.14	  4.287580	  0.0269	  0.0104	  413.80	  -0.280	   0.621	   0.058	   1.035
2RXS  J052821.0+714838    82.08785	  71.81073	 15.02 	  19.55253	  48.47350	    7.39	    7.39	  3.457185	  0.0178	  0.0083	  414.51	  -1.000	   4.461	   0.000	   0.000
2RXS  J060719.4+715707    91.83103	  71.95200	 23.97 	  22.38326	  48.51815	    7.17	    9.34	  4.038908	  0.0226	  0.0098	  413.53	  -0.529	   0.195	   0.632	   0.465
2RXS  J061805.6+715325    94.52373	  71.89046	 19.86 	  23.15932	  48.48446	    8.91	    8.37	  3.540936	  0.0193	  0.0082	  433.60	   1.000	   0.387	   0.434	   0.266
2RXS  J053924.0+715205    84.85038	  71.86820	 16.53 	  20.34729	  48.47206	   11.76	   11.28	  4.120053	  0.0261	  0.0095	  432.67	   0.442	   0.253	  -0.498	   0.265
2RXS  J061652.4+714441    94.21864	  71.74478	 20.26 	  23.02592	  48.33458	    6.96	    7.97	  3.601330	  0.0190	  0.0086	  418.58	   9.999	   9.999	   9.999	   9.999
2RXS  J055853.9+714329    89.72462	  71.72498	 27.78 	  21.68872	  48.28581	    6.50	    9.22	  4.016824	  0.0220	  0.0096	  419.36	   9.999	   9.999	   9.999	   9.999
2RXS  J060959.8+714047    92.49929	  71.67989	 14.41 	  22.49249	  48.25083	   14.74	   13.66	  4.468118	  0.0318	  0.0104	  428.98	  -0.355	   0.255	   0.114	   0.468
2RXS  J053818.2+711908    84.57605	  71.31913	 10.97 	  20.03116	  47.92859	   10.18	    8.68	  3.705175	  0.0198	  0.0084	  438.62	   0.981	   0.370	  -0.055	   0.277
2RXS  J055846.7+711711    89.69495	  71.28651	 18.88 	  21.52118	  47.84737	    6.81	    7.94	  3.604174	  0.0191	  0.0087	  416.58	   9.999	   9.999	   9.999	   9.999
2RXS  J054929.1+711415    87.37132	  71.23759	 19.10 	  20.81237	  47.80978	    6.82	    7.83	  3.733718	  0.0194	  0.0093	  402.93	   9.999	   9.999	   9.999	   9.999
2RXS  J062935.8+710451    97.39917	  71.08107	  7.61 	  23.82164	  47.73318	   55.74	   32.29	  6.373713	  0.0752	  0.0148	  429.50	   1.000	   0.119	   0.008	   0.141
2RXS  J054711.0+711147    86.79621	  71.19658	 28.27 	  20.62632	  47.77437	    9.45	   13.00	  4.463211	  0.0305	  0.0105	  426.57	   1.000	   0.350	   0.021	   0.248
2RXS  J062635.3+710553    96.64748	  71.09811	 15.99 	  23.59041	  47.73256	    7.42	    8.76	  3.969285	  0.0197	  0.0089	  443.76	  -0.778	   0.242	   0.111	   1.193
2RXS  J062604.2+710135    96.51760	  71.02648	 22.23 	  23.53098	  47.65824	    6.68	    8.40	  3.776613	  0.0189	  0.0085	  443.57	   9.999	   9.999	   9.999	   9.999
2RXS  J061539.5+710208    93.91463	  71.03575	 11.09 	  22.72211	  47.62209	   22.46	   16.71	  4.850814	  0.0419	  0.0122	  398.75	   1.000	   0.150	   0.192	   0.162
2RXS  J054419.4+710131    86.08099	  71.02554	 16.96 	  20.34490	  47.61195	   12.27	   11.16	  4.014701	  0.0275	  0.0099	  405.16	   0.829	   0.258	  -0.157	   0.235
2RXS  J054631.8+705620    86.63282	  70.93897	 36.98 	  20.47282	  47.51870	    6.62	   10.82	  4.319407	  0.0254	  0.0101	  425.98	   9.999	   9.999	   9.999	   9.999
2RXS  J053212.4+704844    83.05167	  70.81244	 11.83 	  19.36173	  47.45444	   23.61	   19.70	  5.263854	  0.0451	  0.0120	  436.86	   0.051	   0.247	   1.000	   0.198
2RXS  J053353.3+704155    83.47209	  70.69888	 10.21 	  19.43288	  47.33160	   56.93	   34.07	  6.499215	  0.0812	  0.0155	  419.64	   1.000	   0.127	  -0.176	   0.150
2RXS  J063128.8+703746    97.87011	  70.62957	 19.37 	  23.85968	  47.29515	    6.53	    6.56	  3.247387	  0.0159	  0.0079	  412.79	   9.999	   9.999	   9.999	   9.999
2RXS  J062454.0+703003    96.22516	  70.50085	 13.81 	  23.29770	  47.12744	    6.97	    6.38	  3.340163	  0.0150	  0.0078	  426.06	   9.999	   9.999	   9.999	   9.999
2RXS  J060010.0+703548    90.04190	  70.59692	 14.54 	  21.37632	  47.15763	    7.30	    5.83	  3.079005	  0.0142	  0.0075	  410.14	   0.385	   0.829	  -1.000	   0.477
2RXS  J054402.2+702554    86.00956	  70.43178	 14.84 	  20.07452	  47.01962	   20.28	   17.92	  5.028813	  0.0447	  0.0125	  400.75	  -0.886	   0.184	   1.000	   0.426
2RXS  J062222.8+702309    95.59536	  70.38591	 13.61 	  23.06332	  47.00003	    8.76	    7.78	  3.467800	  0.0195	  0.0087	  399.89	   1.000	   0.712	   0.012	   0.391
2RXS  J054715.9+701908    86.81664	  70.31915	 19.14 	  20.27416	  46.89718	    6.69	    9.23	  4.183262	  0.0219	  0.0099	  421.92	   9.999	   9.999	   9.999	   9.999
2RXS  J072542.6+755218   111.42753	  75.87173	 16.89 	  28.33036	  53.06771	   14.73	   15.17	  4.825624	  0.0316	  0.0100	  480.75	   0.354	   0.517	   1.000	   0.423
2RXS  J072737.6+754503   111.90668	  75.75094	 13.66 	  28.45057	  52.97924	    9.74	   10.13	  4.115952	  0.0214	  0.0087	  473.13	   0.546	   0.608	   0.177	   0.480
2RXS  J063729.8+753309    99.37442	  75.55274	 15.62 	  25.34484	  52.23728	   14.08	   15.68	  5.060825	  0.0327	  0.0105	  480.11	   0.439	   0.159	   0.167	   0.177
2RXS  J064131.0+753101   100.37934	  75.51716	 11.31 	  25.58569	  52.22988	   10.42	   11.16	  4.431387	  0.0230	  0.0091	  485.49	  -1.000	   0.363	  -1.000	   1.605
2RXS  J064904.0+752346   102.26692	  75.39632	 15.54 	  26.03563	  52.17043	    7.03	    7.65	  3.691966	  0.0164	  0.0079	  467.47	  -0.552	   1.373	   1.000	   0.883
2RXS  J065353.6+752430   103.47366	  75.40853	 19.28 	  26.33882	  52.22647	    7.89	   10.58	  4.486749	  0.0220	  0.0093	  480.75	  -0.293	   0.232	  -0.704	   0.362
2RXS  J070415.3+752443   106.06402	  75.41196	  3.94 	  26.98856	  52.33801	  271.86	  119.58	 11.694393	  0.2379	  0.0233	  502.61	   0.693	   0.060	   0.274	   0.074
2RXS  J070019.3+752319   105.08066	  75.38870	 23.32 	  26.73962	  52.27181	    6.66	    9.15	  4.117933	  0.0186	  0.0084	  492.95	   9.999	   9.999	   9.999	   9.999
2RXS  J072816.6+751558   112.06934	  75.26634	 14.10 	  28.50372	  52.51956	   23.68	   19.09	  5.181291	  0.0404	  0.0110	  473.05	   0.942	   0.244	   0.649	   0.179
2RXS  J063733.3+750901    99.38914	  75.15051	 32.51 	  25.27395	  51.83768	    8.29	   16.77	  5.415844	  0.0355	  0.0115	  472.94	   0.404	   0.186	  -0.029	   0.200
2RXS  J070406.5+751340   106.02736	  75.22796	  9.58 	  26.96532	  52.15532	   60.21	   47.04	  7.839236	  0.0945	  0.0158	  497.48	  -0.465	   0.124	   0.481	   0.255
2RXS  J063937.1+750808    99.90489	  75.13571	 14.73 	  25.40126	  51.83723	   11.88	   14.47	  5.022414	  0.0303	  0.0105	  477.89	   0.951	   0.247	   0.334	   0.199
